"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Thümmler S.; Dor E.; David R.; Leali G.; Battista M.; David A.; Askenazy F.; Verstuyft C.","Thümmler, Susanne (14323873700); Dor, Emmanuelle (19639840900); David, Renaud (23090144700); Leali, Graziella (57200396354); Battista, Michele (55845350600); David, Alexia (57200393120); Askenazy, Florence (55885443600); Verstuyft, Céline (6602785016)","14323873700; 19639840900; 23090144700; 57200396354; 55845350600; 57200393120; 55885443600; 6602785016","Pharmacoresistant severe mental health disorders in children and adolescents: Functional abnormalities of cytochrome P450 2D6","2018","Frontiers in Psychiatry","9","JAN","2","","","","26","10.3389/fpsyt.2018.00002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041126635&doi=10.3389%2ffpsyt.2018.00002&partnerID=40&md5=eefd629e8a74fbcb314cef2250f343ce","University Department of Child and Adolescent Psychiatry, Children's Hospitals of Nice CHU-Lenval, Nice, France; CoBTek, Université Côte d'Azur, Nice, France; Department of Child Psychiatry, Nice Children's Hospitals CHU-Lenval, Nice, France; Department of Child and Adolescent Psychiatry, Hospital of Fréjus, Fréjus, France; Service de génétique moleculaire, pharmacogenetique et hormonologie, Centre de Ressource Biologie Paris-Sud, Hôpital Bicêtre, Groupe Hospitalier Paris Sud, AP-HP, Le Kremlin Bicêtre, Nice, France; Université Paris-Sud, UMR 1184, Faculté de médecine, Paris, France","Thümmler S., University Department of Child and Adolescent Psychiatry, Children's Hospitals of Nice CHU-Lenval, Nice, France, CoBTek, Université Côte d'Azur, Nice, France; Dor E., University Department of Child and Adolescent Psychiatry, Children's Hospitals of Nice CHU-Lenval, Nice, France, CoBTek, Université Côte d'Azur, Nice, France; David R., CoBTek, Université Côte d'Azur, Nice, France; Leali G., Department of Child Psychiatry, Nice Children's Hospitals CHU-Lenval, Nice, France; Battista M., University Department of Child and Adolescent Psychiatry, Children's Hospitals of Nice CHU-Lenval, Nice, France, Department of Child and Adolescent Psychiatry, Hospital of Fréjus, Fréjus, France; David A., University Department of Child and Adolescent Psychiatry, Children's Hospitals of Nice CHU-Lenval, Nice, France; Askenazy F., University Department of Child and Adolescent Psychiatry, Children's Hospitals of Nice CHU-Lenval, Nice, France, CoBTek, Université Côte d'Azur, Nice, France; Verstuyft C., Service de génétique moleculaire, pharmacogenetique et hormonologie, Centre de Ressource Biologie Paris-Sud, Hôpital Bicêtre, Groupe Hospitalier Paris Sud, AP-HP, Le Kremlin Bicêtre, Nice, France, Université Paris-Sud, UMR 1184, Faculté de médecine, Paris, France","S. Thümmler; University Department of Child and Adolescent Psychiatry, Children's Hospitals of Nice CHU-Lenval, Nice, France; email: thummler.s@pediatrie-chulenval-nice.fr","","Frontiers Media S.A.","16640640","","","","English","Front. Psychiatry","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85041126635"
"Zhang J.-P.; Malhotra A.K.","Zhang, Jian-Ping (53882260900); Malhotra, Anil K (7201832955)","53882260900; 7201832955","Pharmacogenetics of antipsychotics: Recent progress and methodological issues","2013","Expert Opinion on Drug Metabolism and Toxicology","9","2","","183","191","8","55","10.1517/17425255.2013.736964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872440175&doi=10.1517%2f17425255.2013.736964&partnerID=40&md5=8ce5e6ea708182268f783dc50c6bdd36","Feinstein Institute of Medical Research, Zucker Hillside Hospital, Department of Psychiatry, North Shore-Long Island Jewish Health System, Glen Oaks, NY 11004, 75-59 263rd Street, United States","Zhang J.-P., Feinstein Institute of Medical Research, Zucker Hillside Hospital, Department of Psychiatry, North Shore-Long Island Jewish Health System, Glen Oaks, NY 11004, 75-59 263rd Street, United States; Malhotra A.K., Feinstein Institute of Medical Research, Zucker Hillside Hospital, Department of Psychiatry, North Shore-Long Island Jewish Health System, Glen Oaks, NY 11004, 75-59 263rd Street, United States","J.-P. Zhang; Feinstein Institute of Medical Research, Zucker Hillside Hospital, Department of Psychiatry, North Shore-Long Island Jewish Health System, Glen Oaks, NY 11004, 75-59 263rd Street, United States; email: jzhang1@nshs.edu","","","17447607","","","23199282","English","Expert Opin. Drug Metab. Toxicol.","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84872440175"
"González-Andrade F.; Michelena S.; Pibaque R.; Aguinaga-Romero G.","González-Andrade, Fabricio (8720668100); Michelena, Stephanie (57452188400); Pibaque, Ronny (57221961544); Aguinaga-Romero, Gabriela (57220100662)","8720668100; 57452188400; 57221961544; 57220100662","Ethnic variations are still underrepresented in neuropharmacogenomics: A systematic review; [Las Variaciones Étnicas Todavía Están Infrarrepresentadas en la Neuro Farmacogenómica: Una Revisión Sistemática]","2021","Revista Ecuatoriana de Neurologia","30","1","","91","103","12","1","10.46997/REVECUATNEUROL30100091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106393538&doi=10.46997%2fREVECUATNEUROL30100091&partnerID=40&md5=3732397b3e1da3ed78d81fc7bf18a40a","Universidad Central Del Ecuador, Facultad de Ciencias Médicas, Unidad de Medicina; University of Queensland, School of Biomedical Science, St Lucia, 4072, QLD, Australia","González-Andrade F., Universidad Central Del Ecuador, Facultad de Ciencias Médicas, Unidad de Medicina; Michelena S., University of Queensland, School of Biomedical Science, St Lucia, 4072, QLD, Australia; Pibaque R., University of Queensland, School of Biomedical Science, St Lucia, 4072, QLD, Australia; Aguinaga-Romero G., Universidad Central Del Ecuador, Facultad de Ciencias Médicas, Unidad de Medicina","F. González-Andrade; Central University of Ecuador, Faculty of Medical Sciences Traslational Medicine Unit, Quito, Iquique N14-121 y Sodiro -Itchimbía, Sector El Dorado, 170403, Ecuador; email: jfgonzalez@uce.edu.ec","","Fundacion para la difusion neurologica en Ecuador - FUNDINE","10198113","","RECNE","","English","Rev. Ecuat. Neurol.","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85106393538"
"Sun Y.; Zhang Y.; Lu Z.; Liao Y.; Feng Q.; Yu M.; Chen Y.; Kang Z.; Feng X.; Zhao G.; Sun J.; Yang Y.; Guo L.; Zhang D.; Bi W.; Huang H.; Yue W.","Sun, Yaoyao (57192208394); Zhang, Yuyanan (57201435207); Lu, Zhe (57216816484); Liao, Yundan (57446187100); Feng, Qidi (56587318000); Yu, Mingrui (58098133200); Chen, Yu (57095592600); Kang, Zhewei (57781198100); Feng, Xiaoyang (57781723400); Zhao, Guorui (58190508700); Sun, Junyuan (58190508800); Yang, Yang (58607794300); Guo, Liangkun (57224224932); Zhang, Dai (55020027800); Bi, Wenjian (55966309300); Huang, Hailiang (55541271100); Yue, Weihua (14424646500)","57192208394; 57201435207; 57216816484; 57446187100; 56587318000; 58098133200; 57095592600; 57781198100; 57781723400; 58190508700; 58190508800; 58607794300; 57224224932; 55020027800; 55966309300; 55541271100; 14424646500","Contribution of copy number variants on antipsychotic treatment response in Han Chinese patients with schizophrenia","2024","eBioMedicine","105","","105195","","","","0","10.1016/j.ebiom.2024.105195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195601334&doi=10.1016%2fj.ebiom.2024.105195&partnerID=40&md5=1d59ae4603269bde9d9b9554506a1cf6","Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Stanley Center for Psychiatric Research, Broad Institute of MIT and Harvard, Cambridge, MA, United States; PKU-IDG/McGovern Institute for Brain Research, Peking University, Beijing, 100871, China; Chinese Institute for Brain Research, Beijing, 102206, China; Department of Medical Genetics, School of Basic Medical Sciences, Peking University, Beijing, 100191, China; Analytic and Translational Genetics Unit, Department of Medicine, Massachusetts General Hospital and Harvard Medical School, Boston, MA, United States","Sun Y., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Zhang Y., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Lu Z., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Liao Y., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Feng Q., Stanley Center for Psychiatric Research, Broad Institute of MIT and Harvard, Cambridge, MA, United States; Yu M., Stanley Center for Psychiatric Research, Broad Institute of MIT and Harvard, Cambridge, MA, United States; Chen Y., Stanley Center for Psychiatric Research, Broad Institute of MIT and Harvard, Cambridge, MA, United States; Kang Z., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Feng X., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Zhao G., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Sun J., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Yang Y., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Guo L., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China; Zhang D., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China, PKU-IDG/McGovern Institute for Brain Research, Peking University, Beijing, 100871, China, Chinese Institute for Brain Research, Beijing, 102206, China; Bi W., Department of Medical Genetics, School of Basic Medical Sciences, Peking University, Beijing, 100191, China; Huang H., Stanley Center for Psychiatric Research, Broad Institute of MIT and Harvard, Cambridge, MA, United States, Analytic and Translational Genetics Unit, Department of Medicine, Massachusetts General Hospital and Harvard Medical School, Boston, MA, United States; Yue W., Peking University Sixth Hospital, Peking University Institute of Mental Health, NHC Key Laboratory of Mental Health (Peking University), National Clinical Research Center for Mental Disorders (Peking University Sixth Hospital), Beijing, 100191, China, PKU-IDG/McGovern Institute for Brain Research, Peking University, Beijing, 100871, China","W. Yue; Institute of Mental Health, Peking University Sixth Hospital, Beijing, No. 51 Hua Yuan Bei Road, 100191, China; email: dryue@bjmu.edu.cn; H. Huang; Massachusetts General Hospital Analytic and Translational Genetics Unit, Richard B. Simches Research Center, Boston, 185 Cambridge Street, CPZN 6802, 02114, United States; email: hhuang@broadinstitute.org","","Elsevier B.V.","23523964","","","38870545","English","eBioMedicine","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85195601334"
"Kam H.; Jeong H.","Kam, Heejin (57220172977); Jeong, Hotcherl (55757505900)","57220172977; 55757505900","Pharmacogenomic biomarkers and their applications in psychiatry","2020","Genes","11","12","1445","1","22","21","20","10.3390/genes11121445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097123096&doi=10.3390%2fgenes11121445&partnerID=40&md5=0f3941ba3205de21efabcde83994cf08","College of Pharmacy, Ewha Womans University, Seoul, 03760, South Korea","Kam H., College of Pharmacy, Ewha Womans University, Seoul, 03760, South Korea; Jeong H., College of Pharmacy, Ewha Womans University, Seoul, 03760, South Korea","H. Jeong; College of Pharmacy, Ewha Womans University, Seoul, 03760, South Korea; email: hotcherl@ewha.ac.kr","","MDPI AG","20734425","","","33266292","English","Genes","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85097123096"
"Burghardt K.J.; Grove T.B.; Ellingrod V.L.","Burghardt, K.J. (57200238162); Grove, T.B. (37025910700); Ellingrod, V.L. (6603854164)","57200238162; 37025910700; 6603854164","Endothelial nitric oxide synthetase genetic variants, metabolic syndrome and endothelial function in schizophrenia","2014","Journal of Psychopharmacology","28","4","","349","356","7","33","10.1177/0269881113516200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896799316&doi=10.1177%2f0269881113516200&partnerID=40&md5=ac48dc4f282b01158eaa61a10adb3211","Department of Clinical Social and Administrative Sciences, College of Pharmacy, University of Michigan, Ann Arbor, MI 48109, 428 Church Street, United States; Department of Psychology, School of Liberal Arts and Science, University of Michigan, Ann Arbor, MI, United States; Department of Psychiatry, School of Medicine, University of Michigan, Ann Arbor, MI, United States","Burghardt K.J., Department of Clinical Social and Administrative Sciences, College of Pharmacy, University of Michigan, Ann Arbor, MI 48109, 428 Church Street, United States; Grove T.B., Department of Clinical Social and Administrative Sciences, College of Pharmacy, University of Michigan, Ann Arbor, MI 48109, 428 Church Street, United States, Department of Psychology, School of Liberal Arts and Science, University of Michigan, Ann Arbor, MI, United States; Ellingrod V.L., Department of Clinical Social and Administrative Sciences, College of Pharmacy, University of Michigan, Ann Arbor, MI 48109, 428 Church Street, United States, Department of Psychiatry, School of Medicine, University of Michigan, Ann Arbor, MI, United States","V.L. Ellingrod; Department of Clinical Social and Administrative Sciences, College of Pharmacy, University of Michigan, Ann Arbor, MI 48109, 428 Church Street, United States; email: vellingr@med.umich.edu","","SAGE Publications Ltd","02698811","","JOPSE","24346810","English","J. Psychopharmacol.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84896799316"
"Whiskey E.; Romano G.; Elliott M.; Campbell M.; Anandarajah C.; Taylor D.; Valsraj K.","Whiskey, Eromona (6507342621); Romano, Graziella (56048654700); Elliott, Matilda (58651392700); Campbell, Malcolm (57225940584); Anandarajah, Cholan (57668026900); Taylor, David (55475229800); Valsraj, Koravangattu (11439842800)","6507342621; 56048654700; 58651392700; 57225940584; 57668026900; 55475229800; 11439842800","Possible pharmacogenetic factors in clozapine treatment failure: a case report","2021","Therapeutic Advances in Psychopharmacology","11","","","","","","1","10.1177/20451253211030844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144846588&doi=10.1177%2f20451253211030844&partnerID=40&md5=c1f191faa6223d118b96a91e575a9f99","Pharmacy Department, South London and Maudsley NHS Foundation Trust, Denmark Hill, London, SE5 8AZ, United Kingdom; South London and Maudsley NHS Foundation Trust, London, United Kingdom; Pharmacy Department, South London and Maudsley NHS Foundation Trust, London, United Kingdom","Whiskey E., Pharmacy Department, South London and Maudsley NHS Foundation Trust, Denmark Hill, London, SE5 8AZ, United Kingdom; Romano G., South London and Maudsley NHS Foundation Trust, London, United Kingdom; Elliott M., South London and Maudsley NHS Foundation Trust, London, United Kingdom; Campbell M., South London and Maudsley NHS Foundation Trust, London, United Kingdom; Anandarajah C., South London and Maudsley NHS Foundation Trust, London, United Kingdom; Taylor D., Pharmacy Department, South London and Maudsley NHS Foundation Trust, London, United Kingdom; Valsraj K., South London and Maudsley NHS Foundation Trust, London, United Kingdom","E. Whiskey; Pharmacy Department, South London and Maudsley NHS Foundation Trust, London, Denmark Hill, SE5 8AZ, United Kingdom; email: Eromona.Whiskey@slam.nhs.uk","","SAGE Publications Ltd","20451253","","","","English","Ther. Adv. Psychopharmacol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85144846588"
"Cui Y.; Yan H.; Su Y.; Wang L.; Lu T.; Zhang D.; Yue W.","Cui, Yuanxia (57336513300); Yan, Hao (35328718000); Su, Yi (56829827900); Wang, Lifang (56768252800); Lu, Tianlan (57209789640); Zhang, Dai (55020027800); Yue, Weihua (14424646500)","57336513300; 35328718000; 56829827900; 56768252800; 57209789640; 55020027800; 14424646500","CYP2D6 Genotype-Based Dose Recommendations for Risperidone in Asian People","2020","Frontiers in Pharmacology","11","","936","","","","10","10.3389/fphar.2020.00936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096103694&doi=10.3389%2ffphar.2020.00936&partnerID=40&md5=9bc8cbf831aa0e1eaa39d7b36be2fb02","Institute of Mental Health, Peking University Sixth Hospital, Beijing, China; National Clinical Research Center for Mental Disorders Key Laboratory of Mental Health, Ministry of Health (Peking University), Chinese Academy of Medical Sciences Research Unit (No.2018RU006), Beijing, China; PKU-IDG/McGovern Institute for Brain Research, Peking University, Beijing, China; School of Nursing, Peking University, Beijing, China","Cui Y., Institute of Mental Health, Peking University Sixth Hospital, Beijing, China, National Clinical Research Center for Mental Disorders Key Laboratory of Mental Health, Ministry of Health (Peking University), Chinese Academy of Medical Sciences Research Unit (No.2018RU006), Beijing, China; Yan H., Institute of Mental Health, Peking University Sixth Hospital, Beijing, China, National Clinical Research Center for Mental Disorders Key Laboratory of Mental Health, Ministry of Health (Peking University), Chinese Academy of Medical Sciences Research Unit (No.2018RU006), Beijing, China; Su Y., Institute of Mental Health, Peking University Sixth Hospital, Beijing, China, National Clinical Research Center for Mental Disorders Key Laboratory of Mental Health, Ministry of Health (Peking University), Chinese Academy of Medical Sciences Research Unit (No.2018RU006), Beijing, China; Wang L., Institute of Mental Health, Peking University Sixth Hospital, Beijing, China, National Clinical Research Center for Mental Disorders Key Laboratory of Mental Health, Ministry of Health (Peking University), Chinese Academy of Medical Sciences Research Unit (No.2018RU006), Beijing, China; Lu T., Institute of Mental Health, Peking University Sixth Hospital, Beijing, China, National Clinical Research Center for Mental Disorders Key Laboratory of Mental Health, Ministry of Health (Peking University), Chinese Academy of Medical Sciences Research Unit (No.2018RU006), Beijing, China; Zhang D., Institute of Mental Health, Peking University Sixth Hospital, Beijing, China, PKU-IDG/McGovern Institute for Brain Research, Peking University, Beijing, China; Yue W., Institute of Mental Health, Peking University Sixth Hospital, Beijing, China, National Clinical Research Center for Mental Disorders Key Laboratory of Mental Health, Ministry of Health (Peking University), Chinese Academy of Medical Sciences Research Unit (No.2018RU006), Beijing, China, School of Nursing, Peking University, Beijing, China","D. Zhang; Institute of Mental Health, Peking University Sixth Hospital, Beijing, China; email: daizhang@bjmu.edu.cn; W. Yue; Institute of Mental Health, Peking University Sixth Hospital, Beijing, China; email: dryue@bjmu.edu.cn","","Frontiers Media S.A.","16639812","","","","English","Front. Pharmacol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85096103694"
"Liu Q.; Jamba M.; Patrick Iii C.; Padmanabhan S.; Brennan M.D.","Liu, Qian (57192280127); Jamba, Maidar (55346704400); Patrick Iii, Calvin (55346370700); Padmanabhan, Saranya (55329280700); Brennan, Mark D. (7402656346)","57192280127; 55346704400; 55346370700; 55329280700; 7402656346","Targeted pharmacogenetic analysis of antipsychotic response in the CATIE study","2012","Pharmacogenomics","13","11","","1227","1237","10","10","10.2217/pgs.12.105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865478319&doi=10.2217%2fpgs.12.105&partnerID=40&md5=6afa7455e980af8414b35ca2673f8060","SureGene, LLC, Louisville, KY 40299, 600 Envoy Circle, United States","Liu Q., SureGene, LLC, Louisville, KY 40299, 600 Envoy Circle, United States; Jamba M., SureGene, LLC, Louisville, KY 40299, 600 Envoy Circle, United States; Patrick Iii C., SureGene, LLC, Louisville, KY 40299, 600 Envoy Circle, United States; Padmanabhan S., SureGene, LLC, Louisville, KY 40299, 600 Envoy Circle, United States; Brennan M.D., SureGene, LLC, Louisville, KY 40299, 600 Envoy Circle, United States","M.D. Brennan; SureGene, LLC, Louisville, KY 40299, 600 Envoy Circle, United States; email: mark.brennan@suregene.net","","","17448042","","PARMF","22920393","English","Pharmacogenomics","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84865478319"
"Young J.W.; Henry B.L.; Geyer M.A.","Young, Jared W (7408527234); Henry, Brook L (8614656400); Geyer, Mark A (35413505300)","7408527234; 8614656400; 35413505300","Predictive animal models of mania: Hits, misses and future directions","2011","British Journal of Pharmacology","164","4","","1263","1284","21","115","10.1111/j.1476-5381.2011.01318.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052293065&doi=10.1111%2fj.1476-5381.2011.01318.x&partnerID=40&md5=7a0944a0262960e91c9a107ac01e2813","Department of Psychiatry, University of California San Diego, MC 0804, San Diego, CA 92093-0804, 9500 Gilman Drive, United States","Young J.W., Department of Psychiatry, University of California San Diego, MC 0804, San Diego, CA 92093-0804, 9500 Gilman Drive, United States; Henry B.L., Department of Psychiatry, University of California San Diego, MC 0804, San Diego, CA 92093-0804, 9500 Gilman Drive, United States; Geyer M.A., Department of Psychiatry, University of California San Diego, MC 0804, San Diego, CA 92093-0804, 9500 Gilman Drive, United States","J.W. Young; Department of Psychiatry, University of California San Diego, MC 0804, San Diego, CA 92093-0804, 9500 Gilman Drive, United States; email: jaredyoung@ucsd.edu","","","14765381","","BJPCB","21410454","English","Br. J. Pharmacol.","Review","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-80052293065"
"Huo R.; Tang K.; Wei Z.; Shen L.; Xiong Y.; Wu X.; Niu J.; Han X.; Tian Z.; Yang L.; Feng G.; He L.; Qin S.","Huo, Ran (59036673300); Tang, Kefu (57221735400); Wei, Zhiyun (26039512200); Shen, Lu (56435041300); Xiong, Yuyu (24464576700); Wu, Xi (55598066300); Niu, Jiamin (56520859400); Han, Xia (57198533963); Tian, Zhengan (57225744370); Yang, Lun (55784917800); Feng, Guoyin (57212574531); He, Lin (55628575651); Qin, Shengying (55684440500)","59036673300; 57221735400; 26039512200; 56435041300; 24464576700; 55598066300; 56520859400; 57198533963; 57225744370; 55784917800; 57212574531; 55628575651; 55684440500","Genetic polymorphisms in CYP2E1: Association with schizophrenia susceptibility and risperidone response in the chinese han population","2012","PLoS ONE","7","5","e34809","","","","17","10.1371/journal.pone.0034809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861006752&doi=10.1371%2fjournal.pone.0034809&partnerID=40&md5=c048fda95b0311f7d0e1e5cabef601a9","Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China; Shanghai Genomepilot Institutes, Shanghai, China; Laiwu Hospital, Shandong, China; Shanghai International Travel Healthcare Center, Shanghai, China; Shanghai Institute of Mental Health, Shanghai, China; Institutes of Biomedical Sciences, Fudan University, Shanghai, China","Huo R., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China, Shanghai Genomepilot Institutes, Shanghai, China; Tang K., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China, Shanghai Genomepilot Institutes, Shanghai, China; Wei Z., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China, Shanghai Genomepilot Institutes, Shanghai, China; Shen L., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China, Shanghai Genomepilot Institutes, Shanghai, China; Xiong Y., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China, Shanghai Genomepilot Institutes, Shanghai, China; Wu X., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China, Shanghai Genomepilot Institutes, Shanghai, China; Niu J., Laiwu Hospital, Shandong, China; Han X., Laiwu Hospital, Shandong, China; Tian Z., Shanghai International Travel Healthcare Center, Shanghai, China; Yang L., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China, Shanghai Genomepilot Institutes, Shanghai, China; Feng G., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China, Shanghai Genomepilot Institutes, Shanghai, China, Shanghai Institute of Mental Health, Shanghai, China; He L., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China, Shanghai Genomepilot Institutes, Shanghai, China, Institutes of Biomedical Sciences, Fudan University, Shanghai, China; Qin S., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China, Shanghai Genomepilot Institutes, Shanghai, China","L. He; Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China; email: helin@bio-x.cn","","","19326203","","","22606226","English","PLoS ONE","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84861006752"
